src,dest,status
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-04-11-04-28+0800__CAM_FRONT_RIGHT__1530673997670471.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-04-11-04-28+0800__CAM_FRONT_RIGHT__1530673997670471.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-56-44-0400__CAM_BACK_LEFT__1530644549297158.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-56-44-0400__CAM_BACK_LEFT__1530644549297158.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-01-11-22-17+0800__CAM_BACK_LEFT__1533094159147155.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-01-11-22-17+0800__CAM_BACK_LEFT__1533094159147155.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527709303927813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527709303927813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-01-16-21-07+0800__CAM_BACK_RIGHT__1533112283878054.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-01-16-21-07+0800__CAM_BACK_RIGHT__1533112283878054.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-07-02-13-44-23-0400__CAM_FRONT__1530553991912656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-07-02-13-44-23-0400__CAM_FRONT__1530553991912656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-07-02-14-16-43-0400__CAM_FRONT__1530555828162656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-07-02-14-16-43-0400__CAM_FRONT__1530555828162656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n010-2018-07-10-11-06-20+0800__CAM_FRONT__1531192580112488.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n010-2018-07-10-11-06-20+0800__CAM_FRONT__1531192580112488.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290054112404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290054112404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290049162404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290049162404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-10-15-24-40-0400__CAM_FRONT__1536607630612404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-10-15-24-40-0400__CAM_FRONT__1536607630612404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-07-03-14-33-42-0400__CAM_FRONT__1530643224662656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-07-03-14-33-42-0400__CAM_FRONT__1530643224662656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-07-12-15-40-35+0800__CAM_FRONT__1531384982412871.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-07-12-15-40-35+0800__CAM_FRONT__1531384982412871.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-05-30-16-31-36-0400__CAM_FRONT__1527712809112465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-05-30-16-31-36-0400__CAM_FRONT__1527712809112465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-05-24-12-02-23-0400__CAM_FRONT__1527178616012465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-05-24-12-02-23-0400__CAM_FRONT__1527178616012465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n009-2018-05-08-15-52-41-0400__CAM_BACK__1525809274293759.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n009-2018-05-08-15-52-41-0400__CAM_BACK__1525809274293759.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-30-16-31-36-0400__CAM_BACK__1527713431037570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-30-16-31-36-0400__CAM_BACK__1527713431037570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-07-27-11-24-50-0400__CAM_FRONT_LEFT__1532705275404799.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-07-27-11-24-50-0400__CAM_FRONT_LEFT__1532705275404799.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-30-16-31-36-0400__CAM_FRONT_LEFT__1527712316604917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-30-16-31-36-0400__CAM_FRONT_LEFT__1527712316604917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_FRONT_RIGHT__1527708534519956.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_FRONT_RIGHT__1527708534519956.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-27-03-0400__CAM_FRONT_RIGHT__1532709283520482.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-07-27-12-27-03-0400__CAM_FRONT_RIGHT__1532709283520482.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-05-08-15-52-41-0400__CAM_BACK_LEFT__1525809639415807.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-05-08-15-52-41-0400__CAM_BACK_LEFT__1525809639415807.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-16-15-08-58-0400__CAM_BACK_LEFT__1526497973897295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-16-15-08-58-0400__CAM_BACK_LEFT__1526497973897295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-27-03-0400__CAM_BACK_RIGHT__1532709294528113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-27-03-0400__CAM_BACK_RIGHT__1532709294528113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-27-11-24-50-0400__CAM_BACK_RIGHT__1532705896628113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-27-11-24-50-0400__CAM_BACK_RIGHT__1532705896628113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708545677813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708545677813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-24-12-02-23-0400__CAM_FRONT_LEFT__1527178593604917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-24-12-02-23-0400__CAM_FRONT_LEFT__1527178593604917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n009-2018-05-08-15-52-41-0400__CAM_BACK__1525809647306289.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n009-2018-05-08-15-52-41-0400__CAM_BACK__1525809647306289.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-24-12-02-23-0400__CAM_FRONT_LEFT__1527178583604917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-24-12-02-23-0400__CAM_FRONT_LEFT__1527178583604917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-24-12-02-23-0400__CAM_BACK__1527178789437570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-24-12-02-23-0400__CAM_BACK__1527178789437570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708545877813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708545877813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-16-15-08-58-0400__CAM_BACK_RIGHT__1526497995177813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-16-15-08-58-0400__CAM_BACK_RIGHT__1526497995177813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-18-15-42-08-0400__CAM_BACK_RIGHT__1526672806177813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-18-15-42-08-0400__CAM_BACK_RIGHT__1526672806177813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-07-27-11-24-50-0400__CAM_FRONT__1532705223762404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-07-27-11-24-50-0400__CAM_FRONT__1532705223762404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-03-02-10-34-21-0500__CAM_FRONT__1520005802272874.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-03-02-10-34-21-0500__CAM_FRONT__1520005802272874.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-24-12-02-23-0400__CAM_BACK__1527178537287570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-24-12-02-23-0400__CAM_BACK__1527178537287570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-18-15-42-08-0400__CAM_BACK__1526672922137570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-18-15-42-08-0400__CAM_BACK__1526672922137570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-30-16-31-36-0400__CAM_FRONT_LEFT__1527712326604917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-30-16-31-36-0400__CAM_FRONT_LEFT__1527712326604917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-21-11-06-59-0400__CAM_FRONT_LEFT__1526915621754917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-21-11-06-59-0400__CAM_FRONT_LEFT__1526915621754917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-09-10-15-35-42-0400__CAM_FRONT_RIGHT__1536608156270482.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-09-10-15-35-42-0400__CAM_FRONT_RIGHT__1536608156270482.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-05-30-16-31-36-0400__CAM_FRONT_RIGHT__1527713424769956.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-05-30-16-31-36-0400__CAM_FRONT_RIGHT__1527713424769956.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-09-14-13-25-13-0400__CAM_BACK_LEFT__1536946520297405.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-09-14-13-25-13-0400__CAM_BACK_LEFT__1536946520297405.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-18-15-42-08-0400__CAM_BACK_LEFT__1526672961797295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-18-15-42-08-0400__CAM_BACK_LEFT__1526672961797295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708616177813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708616177813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708647777813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527708647777813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-06-06-10-43-05-0400__CAM_BACK_LEFT__1528297203797295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-06-06-10-43-05-0400__CAM_BACK_LEFT__1528297203797295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296881762465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296881762465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-30-16-31-36-0400__CAM_BACK__1527712767137570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-30-16-31-36-0400__CAM_BACK__1527712767137570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-30-16-31-36-0400__CAM_BACK__1527713492787570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-30-16-31-36-0400__CAM_BACK__1527713492787570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-03-02-10-34-21-0500__CAM_BACK__1520005762048633.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-03-02-10-34-21-0500__CAM_BACK__1520005762048633.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-16-16-15-38+0800__CAM_FRONT__1534407461862407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-16-16-15-38+0800__CAM_FRONT__1534407461862407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-05-08-15-52-41-0400__CAM_BACK_LEFT__1525809659499918.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-05-08-15-52-41-0400__CAM_BACK_LEFT__1525809659499918.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-07-03-14-56-44-0400__CAM_FRONT__1530645255112656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-07-03-14-56-44-0400__CAM_FRONT__1530645255112656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-20-14-38-24+0800__CAM_FRONT__1534747520762407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-20-14-38-24+0800__CAM_FRONT__1534747520762407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-20-14-38-24+0800__CAM_BACK__1534747464387005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-20-14-38-24+0800__CAM_BACK__1534747464387005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-01-16-21-07+0800__CAM_BACK__1533112260287005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-01-16-21-07+0800__CAM_BACK__1533112260287005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-07-05-16-18-46+0800__CAM_FRONT_LEFT__1530778854604509.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-07-05-16-18-46+0800__CAM_FRONT_LEFT__1530778854604509.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-21-11-06-59-0400__CAM_FRONT_LEFT__1526915445154917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-05-21-11-06-59-0400__CAM_FRONT_LEFT__1526915445154917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-07-30-11-30-59+0800__CAM_FRONT__1532921984612407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-07-30-11-30-59+0800__CAM_FRONT__1532921984612407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-29-14-19-16+0800__CAM_FRONT__1535524073012407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-29-14-19-16+0800__CAM_FRONT__1535524073012407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-05-16-18-46+0800__CAM_FRONT_RIGHT__1530779260870905.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-05-16-18-46+0800__CAM_FRONT_RIGHT__1530779260870905.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-27-15-47-08+0800__CAM_BACK__1535356222287005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-27-15-47-08+0800__CAM_BACK__1535356222287005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-23-10-53-46+0800__CAM_FRONT__1534993197412407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-23-10-53-46+0800__CAM_FRONT__1534993197412407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-04-10-44-39+0800__CAM_FRONT_LEFT__1530672416104817.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-04-10-44-39+0800__CAM_FRONT_LEFT__1530672416104817.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-01-12-04-35+0800__CAM_FRONT__1533096421162414.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-01-12-04-35+0800__CAM_FRONT__1533096421162414.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-09-17-04-04+0800__CAM_FRONT_LEFT__1531127215154817.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-09-17-04-04+0800__CAM_FRONT_LEFT__1531127215154817.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-09-13-14-46-35+0800__CAM_FRONT__1536821254512460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-09-13-14-46-35+0800__CAM_FRONT__1536821254512460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-12-23-18+0800__CAM_FRONT_RIGHT__1535344565120176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-12-23-18+0800__CAM_FRONT_RIGHT__1535344565120176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n005-2018-07-10-13-57-54+0800__CAM_FRONT_LEFT__1531202331755012.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n005-2018-07-10-13-57-54+0800__CAM_FRONT_LEFT__1531202331755012.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-01-03-17-00-35+0800__CAM_FRONT__1514970179336665.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-01-03-17-00-35+0800__CAM_FRONT__1514970179336665.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-03-14-44-49+0800__CAM_FRONT__1533278722112407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-03-14-44-49+0800__CAM_FRONT__1533278722112407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n003-2018-01-05-16-07-19+0800__CAM_BACK__1515140054057870.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n003-2018-01-05-16-07-19+0800__CAM_BACK__1515140054057870.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n004-2018-02-23-15-30-20+0800__CAM_BACK__1519371776717195.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n004-2018-02-23-15-30-20+0800__CAM_BACK__1519371776717195.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-02-16-24-06+0800__CAM_FRONT_RIGHT__1533198848520176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-02-16-24-06+0800__CAM_FRONT_RIGHT__1533198848520176.jpg,COPIED
